"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
34500035,13,"Ons","Mihoub","O","Université Paris Est Creteil, INSERM U955, IMRB, Laboratoire Neuro-Psychiatrie translationnelle, F-94010 Creteil, France."
34500035,14,"Sofiane","Salah","S","Université Paris Est Creteil, INSERM U955, IMRB, Laboratoire Neuro-Psychiatrie translationnelle, F-94010 Creteil, France."
34500035,15,"Arij","Benchaaben","A","Université Paris Est Creteil, INSERM U955, IMRB, Laboratoire Neuro-Psychiatrie translationnelle, F-94010 Creteil, France."
34500035,16,"Philippe","Le Corvoisier","P","Inserm, Centre d'Investigation Clinique 1430 et AP-HP, Hôpitaux Universitaires Henri Mondor, Univ Paris Est Creteil, F-94010 Créteil, France."
34500035,17,"Caroline","Barau","C","Plateforme de Ressources Biologiques, HU Henri Mondor, F-94010 Creteil, France."
34500035,18,"Bruno","Costes","B","Univ Paris Est Creteil, IMRB, INSERM, U955, F-94010 Créteil, France."
34500035,19,"Robert","Yolken","R","Johns Hopkins school of medicine, Baltimore, MD, USA."
34500035,20,"Guillemette","Crepeaux","G","Univ Paris Est-Creteil, Faculté de Santé, INSERM U955, IMRB, Laboratoire de Biologie du système neuromusculaire, F-94010 Creteil, France; Ecole Nationale Vétérinaire d'Alfort, IMRB, F-94700 Maisons-Alfort, France."
34500035,21,"Marion","Leboyer","M","Univ Paris Est Creteil, INSERM, IMRB Translational Neuropsychiatry laboratory, AP-HP, DMU IMPACT & FHU ADAPT, Fondation FondaMental, F-94010, Creteil, France."
34500035,22,"Ryad","Tamouza","R","Univ Paris Est Creteil, INSERM, IMRB Translational Neuropsychiatry laboratory, AP-HP, DMU IMPACT & FHU ADAPT, Fondation FondaMental, F-94010, Creteil, France. Electronic address: tamouza.ryad@gmail.com."
34512060,1,"Elham","Askari","E","Hematology Department, Fundación Jiménez Díaz, Centro de Investigación Biomédica en Red-Cáncer (CIBERONC) CB16/12/00369, Madrid, Spain."
34512060,2,"Sara","Rodriguez","S","Clinica Universidad de Navarra, Centro de Investigación Medica Aplicada (CIMA), Instituto de Investigación Sanitaria de Navarra (IDISNA), Accelerator project, Centro de Investigación Biomédica en Red-Cáncer (CIBERONC) CB16/12/00369, Pamplona, Spain."
34512060,3,"Ramon","Garcia-Sanz","R","Haematology Department, University Hospital of Salamanca, Research Biomedical Institute of Salamanca (IBSAL), Accelerator project, Centro de Investigación Biomédica en Red-Cáncer (CIBERONC) CB16/12/00369 and Center for Cancer Research-IBMCC (USAL-CSIC), Salamanca, Spain."
34560683,1,"Julien","Calvani","J","Departments of Pathology."
34560683,2,"Laurence","Gérard","L","Clinical Immunology."
34560683,3,"Jehane","Fadlallah","J","Clinical Immunology."
34560683,4,"Elsa","Poullot","E","Department of Pathology, Henri Mondor Hospital, Assistance Publique-Hôpitaux de Paris (AP-HP)."
34560683,5,"Lionel","Galicier","L","Clinical Immunology."
34560683,6,"Cyrielle","Robe","C","Department of Pathology, Henri Mondor Hospital, Assistance Publique-Hôpitaux de Paris (AP-HP)."
34560683,7,"Margaux","Garzaro","M","Clinical Immunology."
34560683,8,"Remi","Bertinchamp","R","Clinical Immunology."
34560683,9,"David","Boutboul","D","Clinical Immunology."
34560683,10,"Wendy","Cuccuini","W","Hematological Cytogenetics Laboratory."
34560683,11,"Jean-Michel","Cayuela","JM","Hematology Laboratory, Saint-Louis Hospital, Assistance Publique-Hôpitaux de Paris (AP-HP)."
34560683,12,"Philippe","Gaulard","P","Department of Pathology, Henri Mondor Hospital, Assistance Publique-Hôpitaux de Paris (AP-HP)."
34560683,13,"Éric","Oksenhendler","É","Clinical Immunology."
34560683,14,"Véronique","Meignin","V","Departments of Pathology."
34613461,1,"Claudio","Luchini","C","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy. claudio.luchini@univr.it."
34613461,2,"Andrea","Mafficini","A","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy."
34613461,3,"Deyali","Chatterjee","D","Department of Pathology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA."
34613461,4,"Maria L","Piredda","ML","ARC-Net Research Center, University and Hospital Trust of Verona, Verona, Italy."
34613461,5,"Concetta","Sciammarella","C","ARC-Net Research Center, University and Hospital Trust of Verona, Verona, Italy."
34613461,6,"Pooja","Navale","P","Department of Pathology and Immunology, Washington University, St. Louis, MO, USA."
34613461,7,"Giuseppe","Malleo","G","Department of Surgery, The Pancreas Institute, University and Hospital Trust of Verona, Verona, Italy."
34613461,8,"Paola","Mattiolo","P","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy."
34613461,9,"Giovanni","Marchegiani","G","Department of Pathology, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands."
34613461,10,"Antonio","Pea","A","IRCCS Istituto Tumori ""Giovanni Paolo II"" of Bari, and Department of Biomedical Sciences and Human Oncology, University of Bari ""Aldo Moro"", Bari, Italy."
34613461,11,"Roberto","Salvia","R","Department of Surgery, The Pancreas Institute, University and Hospital Trust of Verona, Verona, Italy."
34613461,12,"Lodewijk A","Brosens","LA","Department of Pathology, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands."
34613461,13,"Gaetano","Paolino","G","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy."
34613461,14,"Maria G","Mastrosimini","MG","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy."
34613461,15,"Nicola","Silvestris","N","IRCCS Istituto Tumori ""Giovanni Paolo II"" of Bari, and Department of Biomedical Sciences and Human Oncology, University of Bari ""Aldo Moro"", Bari, Italy."
34613461,16,"Michele","Milella","M","Department of Medicine, Section of Oncology, University and Hospital Trust of Verona, Verona, Italy."
34613461,17,"Liang","Cheng","L","Department of Pathology and Laboratory Medicine, Indiana University School of Medicine, Indianapolis, IN, USA."
34613461,18,"Volkan N","Adsay","VN","Department of Pathology, Koç University Hospitals, Istanbul, Turkey."
34613461,19,"Rita T","Lawlor","RT","ARC-Net Research Center, University and Hospital Trust of Verona, Verona, Italy."
34613461,20,"Aldo","Scarpa","A","Department of Diagnostics and Public Health, Section of Pathology, University and Hospital Trust of Verona, Piazzale Scuro, 10, 37134, Verona, Italy. aldo.scarpa@univr.it."
34614146,1,"Carla","Casulo","C","Wilmot Cancer Institute, University of Rochester, Rochester, NY."
34614146,2,"Jesse G","Dixon","JG","Division of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN."
34614146,3,"Jennifer","Le-Rademacher","J","Division of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN."
34614146,4,"Eva","Hoster","E","Department of Internal Medicine III, Ludwig-Maximilians University Hospital, Campus Grosshadern, Munich, Germany; Division of Hematology-Oncology and Transplantation."
34614146,5,"Howard S","Hochster","HS","Rutgers Cancer Institute of New Jersey, New Brunswick, NJ."
34614146,6,"Wolfgang","Hiddemann","W","Department of Internal Medicine III, Ludwig-Maximilians University Hospital, Campus Grosshadern, Munich, Germany."
34614146,7,"Robert","Marcus","R","Department of Haematology, Addenbrookes Hospital, Cambridge, United Kingdom."
34614146,8,"Eva","Kimby","E","Karolinska Institutet, and Hematology Centre, Karolinska University Hospital, Stockholm, Sweden."
34614146,9,"Michael","Herold","M","Leiter Onkologisches Zentrum, Nordhäuser Strasse 74 99089 Erfurt, Germany."
34614146,10,"Catherine","Sebban","C","Centre Léon Bérard, Lyon, France."
34614146,11,"Emmanuel","Gyan","E","Department of Hematology and Cell Therapy, University of Tours, Tours, France."
34614146,12,"Kenneth","Foon","K","Celegene Corporation, Summit, NJ."
34614146,13,"Tina","Nielsen","T","Pharma Development Clinical Oncology, F. Hoffmann-La Roche Ltd., Basel, Switzerland."
34614146,14,"Umberto","Vitolo","U","Candiolo Cancer Institute, Fondazione del Piemonte per l'Oncologia-Istituto di Ricovero e Cura a Carattere Scientifico (FPO-IRCCS), Torino, Italy."
34614146,15,"Gilles A","Salles","GA","Memorial Sloan-Kettering Cancer Center, NY; and."
34614146,16,"Qian","Shi","Q","Division of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN."
34614146,17,"Christopher R","Flowers","CR","Department of Lymphoma/Myeloma, MD Anderson Cancer Center, University of Texas, Houston, TX."
34628247,1,"Nontaphat","Thongsin","N","Siriraj Center for Regenerative Medicine, Research Department, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand; Department of Immunology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand."
34628247,2,"Methichit","Wattanapanitch","M","Siriraj Center for Regenerative Medicine, Research Department, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand."
34645909,1,"Marta","Poblocka","M","Mechanisms of Cancer and Aging Laboratory, Department of Molecular and Cell Biology, University of Leicester, University Road, Leicester, LE1 7RH, UK."
34645909,2,"Akang Leonard","Bassey","AL","Mechanisms of Cancer and Aging Laboratory, Department of Molecular and Cell Biology, University of Leicester, University Road, Leicester, LE1 7RH, UK."
34645909,3,"Victoria M","Smith","VM","The Ernest and Helen Scott Haematological Research Institute, University of Leicester, Leicester, UK."
34645909,4,"Marta","Falcicchio","M","Leicester Institute for Structural and Chemical Biology, University of Leicester, Leicester, UK."
34645909,5,"Ana Sousa","Manso","AS","Leicester Drug Discovery and Diagnostics, University of Leicester, Leicester, UK."
34645909,6,"Mohammad","Althubiti","M","Mechanisms of Cancer and Aging Laboratory, Department of Molecular and Cell Biology, University of Leicester, University Road, Leicester, LE1 7RH, UK."
34645909,7,"XiaoBo","Sheng","X","Abzena, Babraham Research Campus, Babraham, Cambridge, UK."
34645909,8,"Andrew","Kyle","A","Abzena, Babraham Research Campus, Babraham, Cambridge, UK."
34645909,9,"Ruth","Barber","R","Leicester Drug Discovery and Diagnostics, University of Leicester, Leicester, UK."
34645909,10,"Mark","Frigerio","M","Abzena, Babraham Research Campus, Babraham, Cambridge, UK."
34645909,11,"Salvador","Macip","S","Mechanisms of Cancer and Aging Laboratory, Department of Molecular and Cell Biology, University of Leicester, University Road, Leicester, LE1 7RH, UK. sm460@le.ac.uk."
34687740,1,"Masahito","Kawazu","M","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan. Electronic address: mkawz-tky@umin.ac.jp."
34687740,2,"Toshihide","Ueno","T","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan."
34687740,3,"Koichi","Saeki","K","Department of Computational Biology and Medical Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Chiba, Japan."
34687740,4,"Nicolas","Sax","N","KOTAI Biotechnologies, Inc, Osaka Japan."
34687740,5,"Yosuke","Togashi","Y","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan."
34687740,6,"Takayuki","Kanaseki","T","Department of Pathology, School of Medicine, Sapporo Medical University, Sapporo, Japan."
34687740,7,"Keigo","Chida","K","Department of Gastrointestinal Oncology, National Cancer Center Hospital East, Chiba, Japan."
34687740,8,"Fumishi","Kishigami","F","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan; Department of Surgical Oncology, The University of Tokyo, Tokyo, Japan."
34687740,9,"Kazuhito","Sato","K","Department of Surgical Oncology, The University of Tokyo, Tokyo, Japan."
34687740,10,"Shinya","Kojima","S","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan."
34687740,11,"Masafumi","Otsuka","M","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan."
34687740,12,"Akihito","Kawazoe","A","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan; Department of Gastrointestinal Oncology, National Cancer Center Hospital East, Chiba, Japan."
34687740,13,"Hitomi","Nishinakamura","H","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan."
34687740,14,"Maeda","Yuka","M","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan."
34687740,15,"Yoko","Yamamoto","Y","Department of Surgical Oncology, The University of Tokyo, Tokyo, Japan."
34687740,16,"Kazuo","Yamashita","K","KOTAI Biotechnologies, Inc, Osaka Japan."
34687740,17,"Satoshi","Inoue","S","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan."
34687740,18,"Tokiyoshi","Tanegashima","T","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan; Department of Urology, Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan."
34687740,19,"Daisuke","Matsubara","D","Division of Integrative Pathology, Jichi Medical University, Shimotsukeshi, Japan."
34687740,20,"Kenta","Tane","K","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan; Department of Thoracic Surgery, National Cancer Center Hospital East, Chiba, Japan."
34687740,21,"Yosuke","Tanaka","Y","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan."
34687740,22,"Hisae","Iinuma","H","Department of Surgery, Teikyo University School of Medicine, Tokyo, Japan."
34687740,23,"Yojiro","Hashiguchi","Y","Department of Surgery, Teikyo University School of Medicine, Tokyo, Japan."
34687740,24,"Shoichi","Hazama","S","Department of Digestive Surgery and Surgical Oncology, Yamaguchi University Graduate School of Medicine, Yamaguchi, Japan."
34687740,25,"Seik-Soon","Khor","SS","Department of Human Genetics, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
34687740,26,"Katsushi","Tokunaga","K","Department of Human Genetics, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan."
34687740,27,"Masahiro","Tsuboi","M","Department of Thoracic Surgery, National Cancer Center Hospital East, Chiba, Japan."
34687740,28,"Toshiro","Niki","T","Division of Integrative Pathology, Jichi Medical University, Shimotsukeshi, Japan."
34687740,29,"Masatoshi","Eto","M","Department of Urology, Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan."
34687740,30,"Kohei","Shitara","K","Department of Gastrointestinal Oncology, National Cancer Center Hospital East, Chiba, Japan."
34687740,31,"Toshihiko","Torigoe","T","Department of Pathology, School of Medicine, Sapporo Medical University, Sapporo, Japan."
34687740,32,"Soichiro","Ishihara","S","Department of Surgical Oncology, The University of Tokyo, Tokyo, Japan."
34687740,33,"Hiroyuki","Aburatani","H","Genome Science Division, Research Center for Advanced Science and Technologies, The University of Tokyo, Tokyo, Japan."
34687740,34,"Hiroshi","Haeno","H","Department of Computational Biology and Medical Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Chiba, Japan."
34687740,35,"Hiroyoshi","Nishikawa","H","Division of Cancer Immunology, Research Institute, Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Tokyo, Japan; Department of Immunology, Nagoya University Graduate School of Medicine, Nagoya, Japan."
34687740,36,"Hiroyuki","Mano","H","Division of Cellular Signaling, National Cancer Center Research Institute, Tokyo, Japan; Research Institute, National Cancer Center Research Institute, Tokyo, Japan."
34752497,1,"Gilar","Gorji-Bahri","G","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
34752497,2,"Niloofar","Moradtabrizi","N","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
34752497,3,"Atieh","Hashemi","A","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
34861601,1,"Leticia","da Conceição Braga","L","Cellular Biology, Research and Development Department, Ezequiel Dias Foundation, Belo Horizonte, Minas Gerais 30510-010, Brazil; Translacional Research Laboratory, Mário Penna Institute, Belo Horizonte, Minas Gerais 31270-901, Brazil."
34861601,2,"Bryan Ôrtero Perez","Gonçalves","BÔP","Cellular Biology, Research and Development Department, Ezequiel Dias Foundation, Belo Horizonte, Minas Gerais 30510-010, Brazil; Department of Physiology and Biophysics, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais 31270-901, Brazil."
34861601,3,"Pollyanne Lacerda","Coelho","PL","Cellular Biology, Research and Development Department, Ezequiel Dias Foundation, Belo Horizonte, Minas Gerais 30510-010, Brazil; Pharmacy School, Center for Pharmaceutical Care Studies, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais 31270-901, Brazil."
34861601,4,"Agnaldo Lopes","da Silva Filho","AL","Department of Gynecology and Obstetrics, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil."
34861601,5,"Luciana Maria","Silva","LM","Cellular Biology, Research and Development Department, Ezequiel Dias Foundation, Belo Horizonte, Minas Gerais 30510-010, Brazil. Electronic address: luciana.silva@funed.mg.gov.br."
34879096,1,"Alessandro","Cherubini","A","Department of Transfusion Medicine and Haematology, Laboratory of Regenerative Medicine-Cell Factory, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy."
34879096,2,"Francesco","Rusconi","F","Department of Transfusion Medicine and Haematology, Laboratory of Regenerative Medicine-Cell Factory, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy."
34879096,3,"Lorenza","Lazzari","L","Department of Transfusion Medicine and Haematology, Laboratory of Regenerative Medicine-Cell Factory, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy."
34901861,1,"Marion","Leboyer","M","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34901861,2,"Ophélia","Godin","O","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34901861,3,"Emilie","Terro","E","Fondation FondaMental, Créteil, France."
34901861,4,"Wahid","Boukouaci","W","AP-HP, Hôpitaux Universitaires Henri Mondor, Département Médico-Universitaire de Psychiatrie et d'Addictologie (DMU IMPACT), Fédération Hospitalo-Universitaire de Médecine de Précision en Psychiatrie (FHU ADAPT) F-94010, France."
34901861,5,"Ching-Lieng","Lu","CL","AP-HP, Hôpitaux Universitaires Henri Mondor, Département Médico-Universitaire de Psychiatrie et d'Addictologie (DMU IMPACT), Fédération Hospitalo-Universitaire de Médecine de Précision en Psychiatrie (FHU ADAPT) F-94010, France."
34901861,6,"Myrtille","Andre","M","Fondation FondaMental, Créteil, France."
34901861,7,"Bruno","Aouizerate","B","Fondation FondaMental, Créteil, France."
34901861,8,"Fabrice","Berna","F","Fondation FondaMental, Créteil, France."
34901861,9,"Caroline","Barau","C","INSERM, Centre Investigation Clinique 1430, AP-HP, Hôpitaux Universitaires Henri Mondor, Université Paris Est Créteil, F94010 Créteil, France."
34901861,10,"Delphine","Capdevielle","D","Fondation FondaMental, Créteil, France."
34901861,11,"Julie","Clauss-Kobayashi","J","Fondation FondaMental, Créteil, France."
34901861,12,"Isabelle","Chereau","I","Fondation FondaMental, Créteil, France."
34901861,13,"Thierry","D Amato","T","INSERM U1028, CNRS UMR5292, Centre de Recherche en Neurosciences de Lyon, Université Claude Bernard Lyon 1, Equipe PSYR2, Centre Hospitalier Le Vinatier, Pole Est, Bron, France."
34901861,14,"Caroline","Dubertret","C","Fondation FondaMental, Créteil, France."
34901861,15,"Julien","Dubreucq","J","Fondation FondaMental, Créteil, France."
34901861,16,"Guillaume","Fond","G","Fondation FondaMental, Créteil, France."
34901861,17,"Hakim","Laouamri","H","Fondation FondaMental, Créteil, France."
34901861,18,"Sylvain","Leignier","S","Fondation FondaMental, Créteil, France."
34901861,19,"Christophe","Lancon","C","Fondation FondaMental, Créteil, France."
34901861,20,"Pierre-Michel","Llorca","PM","Fondation FondaMental, Créteil, France."
34901861,21,"Jasmina","Mallet","J","Fondation FondaMental, Créteil, France."
34901861,22,"Philippe","Le Corvoisier","P","INSERM, Centre Investigation Clinique 1430, AP-HP, Hôpitaux Universitaires Henri Mondor, Université Paris Est Créteil, F94010 Créteil, France."
34901861,23,"David","Misdrahi","D","Fondation FondaMental, Créteil, France."
34901861,24,"Christine","Passerieux","C","Fondation FondaMental, Créteil, France."
34901861,25,"Romain","Rey","R","Fondation FondaMental, Créteil, France."
34901861,26,"Baptiste","Pignon","B","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34901861,27,"Mathieu","Urbach","M","Fondation FondaMental, Créteil, France."
34901861,28,"Andrei","Szoke","A","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34901861,29,"Franck","Schürhoff","F","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34901861,30,"Ryad","Tamouza","R","Univ Paris Est Créteil, INSERM, IMRB, Translational Neuropsychiatry, DMU IMPACT, Fondation FondaMental, F-94010, Créteil, France."
34911496,1,"Alvin Y","Liu","AY","Department of Urology and the Institute for Stem Cell and Regenerative Medicine, University of Washington, Seattle, WA, 98195, USA. aliu@uw.edu."
34971932,1,"Ok-Hee","Lee","OH","Department of Biomedical Science, CHA University, Seongnam-si, Gyeonggi-do 13488, Republic of Korea; Department of Veterinary Physiology, College of Veterinary Medicine, Konkuk University, Seoul 05029, Republic of Korea."
34971932,2,"Siyoung","Lee","S","Department of Stem Cell and Regenerative Biotechnology, Konkuk University, Seoul 05029, Republic of Korea."
34971932,3,"Miseon","Park","M","Fertility Center of CHA Gangnam Medical Center, Department of Obstetrics and Gynecology, CHA University, Seoul 06135, Republic of Korea."
34971932,4,"Sohyeon","Moon","S","Department of Stem Cell and Regenerative Biotechnology, Konkuk University, Seoul 05029, Republic of Korea."
34971932,5,"Semi","Hwang","S","Department of Stem Cell and Regenerative Biotechnology, Konkuk University, Seoul 05029, Republic of Korea."
34971932,6,"Byeongseok","Kim","B","Department of Stem Cell and Regenerative Biotechnology, Konkuk University, Seoul 05029, Republic of Korea."
34971932,7,"C-Yoon","Kim","CY","Department of Veterinary Physiology, College of Veterinary Medicine, Konkuk University, Seoul 05029, Republic of Korea."
34971932,8,"Dong Ryul","Lee","DR","Department of Biomedical Science, CHA University, Seongnam-si, Gyeonggi-do 13488, Republic of Korea."
34971932,9,"Sung Han","Shim","SH","Department of Biomedical Science, CHA University, Seongnam-si, Gyeonggi-do 13488, Republic of Korea."
34971932,10,"Keun-Hong","Park","KH","Department of Biomedical Science, CHA University, Seongnam-si, Gyeonggi-do 13488, Republic of Korea."
34971932,11,"Hyung Min","Chung","HM","Department of Stem Cell Biology, School of Medicine, Konkuk University, Seoul 05029, Republic of Korea."
34971932,12,"Youngsok","Choi","Y","Department of Stem Cell and Regenerative Biotechnology, Konkuk University, Seoul 05029, Republic of Korea. Electronic address: choiys3969@konkuk.ac.kr."
34975342,1,"Dejin","Zheng","D","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,2,"Xiaoyan","Wang","X","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,3,"Zhenwu","Zhang","Z","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,4,"Enqin","Li","E","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,5,"Cheungkwan","Yeung","C","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,6,"Roma","Borkar","R","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,7,"Guihui","Qin","G","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
34975342,8,"Yaojiong","Wu","Y","The Shenzhen Key Laboratory of Health Sciences and Technology, International Graduate School at Shenzhen, Tsinghua University, Shenzhen, China."
34975342,9,"Ren-He","Xu","RH","Center of Reproduction, Development & Aging, and Institute of Translational Medicine, Faculty of Health Sciences, University of Macau, Taipa, Macau, China."
35075201,1,"Si Hyung","Lee","SH","Department of Ophthalmology, College of Medicine, Soonchunhyang University, Cheonan, Republic of Korea."
35075201,2,"Jae Hun","Jung","JH","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea."
35075201,3,"Tae Kwann","Park","TK","Department of Ophthalmology, College of Medicine, Soonchunhyang University, Cheonan, Republic of Korea."
35075201,4,"Chae-Eun","Moon","CE","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea."
35075201,5,"Kyusun","Han","K","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea."
35075201,6,"Jinhyoung","Lee","J","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea."
35075201,7,"Hyung Keun","Lee","HK","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea."
35075201,8,"Yong Woo","Ji","YW","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea. lusita30@yuhs.ac."
35075201,9,"Chan Yun","Kim","CY","Institute of Vision Research, Department of Ophthalmology, Severance Hospital, Yonsei University, College of Medicine, 50-1 Yonsei-ro, Seodaemun-gu, Seoul, 03722, Republic of Korea. kcyeye@yuhs.ac."
35109922,1,"Chanchan","Song","C","Institute of Clinical Oncology, Research Center of Cancer Diagnosis and Therapy, and Department of Clinical Oncology, The First Affiliated Hospital of Jinan University, Guangzhou, China."
35109922,2,"Linli","Wang","L","Guangzhou Future Homo Sapiens Institute of Biomedicine and Health (GFBH), Guangzhou, China."
35109922,3,"Qingyang","Li","Q","Institute of Clinical Oncology, Research Center of Cancer Diagnosis and Therapy, and Department of Clinical Oncology, The First Affiliated Hospital of Jinan University, Guangzhou, China."
35109922,4,"Baoyi","Liao","B","Institute of Clinical Oncology, Research Center of Cancer Diagnosis and Therapy, and Department of Clinical Oncology, The First Affiliated Hospital of Jinan University, Guangzhou, China."
35109922,5,"Weihua","Qiao","W","Department of Cardiovascular Surgery, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China."
35109922,6,"Qiang","Li","Q","Guangzhou Future Homo Sapiens Institute of Biomedicine and Health (GFBH), Guangzhou, China."
35109922,7,"Nianguo","Dong","N","Department of Cardiovascular Surgery, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China. dongnianguo@hotmail.com."
35109922,8,"Liangping","Li","L","Institute of Clinical Oncology, Research Center of Cancer Diagnosis and Therapy, and Department of Clinical Oncology, The First Affiliated Hospital of Jinan University, Guangzhou, China. liangping_li@jnu.edu.cn."
35145126,1,"P","Ostheim","P","Bundeswehr Institute of Radiobiology affiliated to the University of Ulm, Neuherbergstr. 11, 80937, Munich, Germany. patrickostheim@bundeswehr.org."
