"PMID","Title","Abstract","ISSN","Journal","Location","Year","FirstAuthorForename","FirstAuthorLastname","FirstAuthorInitials","FirstAuthorAffiliation"
11541726,"Detection of interstellar ethylene oxide (c-C2H4O).","We report the identification of 10 transitions that support the detection of the small cyclic molecule ethylene oxide (c-C2H4O) in Sgr B2N. Although one of these transitions is severely blended, so that an accurate intensity and line width could not be determined, and two other lines are only marginally detected, we have done Gaussian fits to the remaining seven lines and have performed a rotation diagram analysis. Our results indicate a rotation temperature T(rot) = 18 K and a molecular column density N(c-C2H4O) = 3.3 x 10(14) cm-2, corresponding to a fractional abundance relative to molecular hydrogen of order 6 x 10(-11). This is a factor of more than 200 higher than the abundance for this molecule suggested by the ""new standard"" chemistry model of Lee, Bettens, & Herbst. This result suggests that grain chemistry might play an effective role in the production of c-C2H4O. No transitions of this molecule were detected in either Sgr B2M or Sgr B2NW.","0004-637X","The Astrophysical journal","(489) 753-7",1997,"J E","Dickens","JE","Five College Radio Astronomy Observatory, University of Massachusetts, Amherst 01003, USA. dickens@fcrao1.phast.umass.edu"
11710195,"Influence of alkali cation nature on structural transitions and reactions of biopolyelectrolytes.","A general thermodynamic analysis is presented, describing how counterion species of different nature, but the same valency, influence polyelectrolyte transformations and reactions of the general form: PA1.B1-M(+)-->PA2.B2M+ + (B1 - B2)M+. Here PA1 and PA2 are two different states or structural forms of a polyanion, B1 and B2 are the number of M+ ions thermodynamically bound to the polyanions PA1 and PA2, respectively. The specific effects of the two counterions, M1+ and M2+, on this equilibrium can be simply related to the quotient of their selectivity constants, D2M2M1/D1M2M1, for the polyion states 1 and 2. We analyze how different monovalent counterions (particularly, sodium and potassium) affect polyelectrolyte reactions and transformations such as, e.g., the DNA helix-coil transition. Previous experimental results on the competition between DNA and the synthetic polyanion, poly(methacrylic acid), for binding to the synthetic polycation, poly(N-ethylvinylpyridinium), has been investigated with respect to sodium and potassium ion specificity, using our model. We also discuss the DNA-histone disassembly/assembly reaction modeled as a competition of two polyanions for binding to a polycation.","1525-7797","Biomacromolecules","(1) 648-55",2000,"N","Korolev","N","Division of Physical Chemistry, Arrhenius Laboratory, Stockholm University, S-106 91, Stockholm, Sweden. korolev@physc.su.se"
11756781,"Beta-2 microglobulin amyloidosis presenting as bilateral ovarian masses: a case report and review of the literature.","We report a case of systemic beta-2 microglobulin amyloidosis (B2M) in which the initial clinical presentation was that of bilateral ovarian masses. A 56-year-old woman who had been on renal dialysis for 12 years because of familial glomerulonephritis underwent a total hysterectomy and bilateral salpingo-oophorectomy for suspected ovarian malignancy. Pathologic findings included extensive amyloid infiltration of both ovaries, fallopian tubes, and focal perivascular deposition in the myometrium. The diagnosis of amyloidosis was confirmed with Congo red stain, B2M immunohistochemistry, and electron microscopy. Systemic amyloidosis in renal dialysis patients commonly presents as bone and/or joint disease, although visceral involvement has been reported. This is the first report in the English language literature to describe amyloidosis presenting as bilateral ovarian masses.","0147-5185","The American journal of surgical pathology","(26) 130-3",2002,"Sharon L","Mount","SL","Division of Anatomic Pathology, Department of Pathology, University of Vermont/Fletcher Allen Health Care, Burlington, Vermont 05405, USA. Sharon.mount@vtmednet.org"
11827948,"Control genes and variability: absence of ubiquitous reference transcripts in diverse mammalian expression studies.","Control genes, commonly defined as genes that are ubiquitously expressed at stable levels in different biological contexts, have been used to standardize quantitative expression studies for more than 25 yr. We analyzed a group of large mammalian microarray datasets including the NCI60 cancer cell line panel, a leukemia tumor panel, and a phorbol ester induction time course as well as human and mouse tissue panels. Twelve housekeeping genes commonly used as controls in classical expression studies (including GAPD, ACTB, B2M, TUBA, G6PD, LDHA, and HPRT) show considerable variability of expression both within and across microarray datasets. Although we can identify genes with lower variability within individual datasets by heuristic filtering, such genes invariably show different expression levels when compared across other microarray datasets. We confirm these results with an analysis of variance in a controlled mouse dataset, showing the extent of variability in gene expression across tissues. The results show the problems inherent in the classical use of control genes in estimating gene expression levels in different mammalian cell contexts, and highlight the importance of controlled study design in the construction of microarray experiments.","1088-9051","Genome research","(12) 292-7",2002,"Peter D","Lee","PD","Montreal Genome Centre, McGill University Health Centre, Montreal H3G 1A4, Quebec, Canada."
11841419,"Predicting long-term (> or = 5 years) event-free survival in multiple myeloma patients following planned tandem autotransplants.","Although outcome in multiple myeloma (MM) patients has improved significantly with the introduction of autotransplants (AT), the curability of this approach remained to be demonstrated. Therefore, we analysed outcome and prognostic factors using a logistic regression model in 515 consecutive newly diagnosed and previously treated patients intended to receive melphalan-based tandem transplants with follow up of > or = 5 years. One quarter of patients had event-free survivals (EFS) > or = 5 years with no further relapses seen after 7 years (46 patients on plateau). On multivariate analysis, factors associated with EFS > or = 5 years were absence of chromosome 11 and 13 abnormalities (odds ratio: 6.1), < or = 12 months of preceding standard-dose therapy (SDT) (OR: 2.6) and beta-2 microglobulin (B2M) level < or = 2.5 mg/l at time of first AT (OR: 1.7). Patients with only favourable variables (25%) had a 7-year EFS in excess of 35%, compared with 15% and 10%, respectively, with one (43%) or two unfavourable variables (27%), and 0% for 5% of patients with three unfavourable variables (P < 0.0001). Using a 1-year landmark analysis to allow for guaranteed time and thereby excluding early treatment failures, attaining a complete remission (CR) had no significant effect on long-term survival. Our data are consistent with cure in MM patients with a CR duration . or = 7 years and re-establishment of a monoclonal gammopathy of undetermined significance (MGUS) phase in those with persistent evidence of disease post transplantation, but without disease progression > or = 7 years.","0007-1048","British journal of haematology","(116) 211-7",2002,"Guido","Tricot","G","The Myeloma and Transplantation Research Center and the Division of Biometry, University of Arkansas for Medical Sciences, Little Rock, AR 72205, USA. TricotGuidoJ@uams.edu"
11864226,"Serum levels of beta2-microglobulin, neopterin, TNF-alpha and soluble receptors of TNF-alpha and interleukin-2 in intravenous drug abusers according to HIV-1 status and stage of the HIV-1 infection.","OBJECTIVE: To compare the serum levels of beta2-microglobulin (beta2M), neopterin (NP), TNF-alpha and soluble receptors of TNF-alpha (sTNF-R55 and sTNF-R75) and interleukin-2 (sIL-2R) in a population of intravenous drug abusers according to whether or not they had HIV-1 infection and to the stage of the HIV-1 infection. METHODS: A cross-sectional study was performed at four drug detoxification centers in Barcelona, and the HIV outpatient clinic at Hospital Clínic in Barcelona. Three cohorts of intravenous drug abusers (IVDAs)-105 HIV-1-uninfected patients (cohort A), 174 with asymptomatic HIV-1 infection (cohort B) and 39 with AIDS (cohort C)-were enrolled. On the first visit, the following laboratory tests were performed: hemogram and platelet count, hepatitis B surface antigen (HBsAg), anti-hepatitis C antibodies, B2M, NP, sIL-2R, TNF-alpha, and TNF receptors (sTNF-R55 and sTNF-R75). RESULTS: The three cohorts were homogeneous according to sex, type of drug, average number of intravenous doses of drug in 1 day, and hepatitis B infection. Patients with AIDS were older than those of cohort A and B (p<0.0001). HIV-negative IVDAs were co-infected with hepatitis C virus less frequently than were HIV-positive IVDAs (80% versus 91%, p<0.03). Among HIV-1-negative IVDAs (cohort A), almost all (from 86% to 95%, depending on the marker) individual values were within the normal boundaries of our laboratory. With a single exception (level of sTNF-R55 in cohort B compared with cohort A, p=0.15), levels of all markers were significantly higher in asymptomatic HIV-1-infected (cohort B) when compared with uninfected patients (cohort A), and in AIDS patients (cohort C) when compared with both cohorts A and B. There was a significant positive correlation between levels of ss2M and NP (r=0.56; p<0.01), ss2M and TNF (r=0.65, p<0.01) and NP and TNF (r=0.76, p<0.01). There was no correlation between levels of sIL-2R and levels of ss2M, NP or TNF and its receptors. CONCLUSIONS: Intravenous drug abuse does not modify serum levels of ss2M, NP, sIL-2R, TNF-alpha, and TNF receptors (sTNF-R55 and sTNF-R75). Levels of these markers increase significantly when an HIV-1 infection occurs and when there is progression to AIDS.","1469-0691","Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases","(4) 4-10",1998,"José Luis","Bedini","JL","Laboratory of Clinical Biochemistry."
12181184,"Effect of iron status on DMT1 expression in duodenal enterocytes from beta2-microglobulin knockout mice.","Divalent metal transporter I (DMT1) is thought to be involved in transport of iron across the apical cell membrane of villus duodenal cells. To determine its role in hereditary hemochromatosis (HH), we used beta2-microglobulin knockout (B2M-/-) mice that accumulate iron as in HH. The B2M-/- and control C57BL/6 (B2M+/+) mice were fed diets with different iron contents. Increasing the iron availability increased plasma iron levels in both B2M+/+ and B2M-/- mice. Reducing the iron availability decreased the plasma iron concentration in B2M+/+ mice but was without effect on plasma iron in B2M-/- mice. DMT1 was not detectable in mice fed normal or iron-loaded diets when using immunohistochemistry. In Western blots, however, the protein was consistently observed regardless of the dietary regimen. DMT1 expression was increased to the same extent in B2M+/+ and B2M-/- mice when fed an iron-poor diet. In both strains of mice fed an iron-poor diet, DMT1 was evenly distributed in the differentiated enterocytes from the base to the tip of the villi but was absent from the crypts of Lieberkühn. These data suggest that the observed effects were due to the state of iron deficiency in mucosal cells rather than genetic defect.","0193-1857","American journal of physiology. Gastrointestinal and liver physiology","(283) G687-94",2002,"Torben","Moos","T","Department of Medical Anatomy, University of Copenhagen, DK-2200 Copenhagen, Denmark. T.Moos@mai.ku.dk"
12200701,"Long-term results (12 years) of high-dose therapy in 127 patients with de novo multiple myeloma.","This report describes the long-term outcome of a cohort of 127 de novo multiple myeloma patients treated with at least one course of high-dose therapy (HDT) in a single institution between June 1985 and December 1995, for whom the minimum follow-up duration for survivors is 6 years. The 12-year overall survival (OS) and event-free survival (EFS) rates are 24.9% and 3.1%, respectively, and the median survival and EFS are 49 and 17 months, respectively. Only four patients are alive and disease-free 79, 90, 132 and 153 after the first HDT, respectively. Three of them received a subsequent allogeneic bone marrow transplantation. Three factors significantly influence OS in this series: B2M at diagnosis, age, and the completion of a second HDT. The 10-year survival is 18.9% for the group of patients with B2M level >3 mg/l at diagnosis as compared with 41% for patients with B2M < or =3, with a median survival of 31 months vs 73 (P = 0.01). The 10-year survival is 23.4% for the group of patients aged >55 years as compared with 36.5% for patients aged <55 years, with a median survival of 34.5 months vs 70.5 (P = 0.04). The 10-year survival is 20.4% for the group of patients who did not receive a second HDT as compared with 35.2% for patients who completed a second HDT, with a median survival of 29 months vs 70 (P = 0.02). In this study we show that some patients treated with HDT experience durable remission and prolonged survival. This survival is significantly influenced by age (< or =55 years), B2M at diagnosis (< or =3 mg/l) and by the completion of two cycles of HDT.","0887-6924","Leukemia","(16) 1838-43",2002,"P","Moreau","P","Department of Hematology, University Hospital, Nantes, France."
12218113,"Recruitment of CTL activity by tumor-specific antibody-mediated targeting of single-chain class I MHC-peptide complexes.","The MHC class I-restricted CD8 CTL effector arm of the adaptive immune response is uniquely equipped to recognize tumor cells as foreign and consequently initiates the cascade of events resulting in their destruction. However, tumors have developed sophisticated strategies to escape immune effector mechanisms; their most well-known strategy is down-regulation of MHC class I molecules. To overcome this and develop new approaches for immunotherapy, we have constructed a recombinant molecule in which a single-chain MHC is specifically targeted to tumor cells through its fusion to cancer-specific recombinant Ab fragments. As a model we used a single-chain HLA-A2 molecule genetically fused to the variable domains of an anti-IL-2Ralpha subunit-specific humanized Ab, anti-Tac. The construct, termed B2M-aTac(dsFv), was expressed in Escherichia coli, and functional molecules were produced by in vitro refolding in the presence of HLA-A2-restricted antigenic peptides. Flow cytometry studies revealed the ability to decorate Ag-positive, HLA-A2-negative human tumor cells with HLA-A2-peptide complexes in a manner that was entirely dependent upon the specificity of the targeting Ab fragment. Most importantly, the B2M-aTac(dsFv)-mediated coating of the target tumor cells made them susceptible for efficient and specific HLA-A2-restricted, melanoma gp100 peptide-specific CTL-mediated lysis. These results demonstrate the concept that Ab-guided, Ag-specific targeting of MHC-peptide complexes on tumor cells can render them susceptible and more receptive and thus potentiate CTL killing. This type of approach may open the way for the development of new immunotherapeutic strategies based on Ab targeting of natural cognate MHC ligands and CTL-based cytotoxic mechanisms.","0022-1767","Journal of immunology (Baltimore, Md. : 1950)","(169) 2988-96",2002,"Avital","Lev","A","Faculty of Biology, Technion-Israel Institute of Technology, Haifa, Israel."
12232763,"High level amplification of N-MYC is not associated with adverse histology or outcome in primary retinoblastoma tumours.","Twenty-five primary retinoblastoma tumours were analysed by real-time quantitative polymerase chain reaction to determine the genomic copy number of the N-MYC gene (2p24) relative to the copy number for REL, B2M, ALB, AF10 and MLL. Twenty-one of these tumours were shown by Comparative Genomic Hybridization to contain variable copy number increases of chromosomal material mapping to 2p. High level amplification (>30-fold) of N-MYC was found in three tumours, none of which showed adverse histological features and all patients are surviving at between 54 and 108 months post enucleation. Furthermore, the three tumours associated with metastasis and adverse patient outcome showed normal N-MYC copy number. Although high level amplification of N-MYC is an unfavourable prognostic indicator in neuroblastoma, these data show no evidence of a correlation between amplification of N-MYC and adverse outcome in retinoblastoma.","0007-0920","British journal of cancer","(87) 779-82",2002,"D M","Lillington","DM","Cancer Research UK, Department of Medical Oncology, St Bartholomew's and the Royal London NHS Trust, London, EC1M 6BQ, UK. D.Lillington@cancer.org.uk"
12401828,"A reliable method for total RNA extraction from frozen human bone marrow samples taken at diagnosis of acute leukaemia.","This report describes a newly developed method using Trizol LS reagent that can reliably extract high quality total RNA from frozen human leukaemic bone marrow samples. Extraction of total RNA from 71 frozen leukaemic bone marrow samples obtained at the time of diagnosis produced a median yield of 145 micro g/ml leukaemic bone marrow. Total RNA samples could be reverse transcribed into cDNA and used successfully in the reverse transcription polymerase chain reaction amplification of B2M transcripts in 68 of 71 cases. A multivariate linear regression analysis revealed that significant predictors of RNA yield were both sample volume (< 1 ml v > 1 ml; p = 0.003) and peripheral blood white cell count (< 5 x 10(9) v >or= 5 x 10(9) white blood cells/litre; p = 0.011). The percentage of blasts present, leukaemia subtype, and sample storage period at -80 degrees C (up to 945 days) were not predictors of total RNA yield. This method of total RNA extraction should be of interest to diagnostic and research staff using frozen bone marrow samples for molecular analyses. Similarly, the lack of association between sample storage period at -80 degrees C and total RNA yield should be of interest to the administrators of tumour banks housing frozen bone marrow samples.","0021-9746","Journal of clinical pathology","(55) 865-7",2002,"D","Barbaric","D","Molecular Oncology Laboratory, Oncology Research Unit, The Children's Hospital at Westmead, Locked Bag 4001, Westmead 2145, NSW, Australia."
12464555,"Microarray analysis reveals the involvement of beta-2 microglobulin (B2M) in human osteoarthritis.","To assess whether beta-2 microglobulin (B2M) has effects on articular chondrocytes that would implicate B2M involvement in osteoarthritis (OA) pathogenesis.","1063-4584","Osteoarthritis and cartilage","(10) 950-60",2002,"H","Zhang","H","Institute of Medical Science, University of Toronto, Room 7213 Medical Science Building, 1 King's College Circle, Toronto, Ontario, Canada M5S 1A8."
12738677,"Contribution of beta-2 microglobulin levels to the prognostic stratification of survival in patients with myelodysplastic syndrome (MDS).","Prospective analysis of the importance of the plasma levels of beta-2 microglobulin (B2M) in 553 patients with myelodysplastic syndrome (MDS) found that B2M is an independent prognostic variable for survival with weighted significance second only to the karyotype. The incorporation of the B2M covariate into risk assessment of MDS patients added significantly to the power of the IPSS to stratify MDS patients into risk categories. Our results further document that the 2 objectively measured covariates that display the highest power to predict survival, that is, karyotype and B2M, can alone be used for risk stratification. While the results must be verified in an independent and comparable population, our data strongly recommend routine measurement of B2M in patients with MDS.","0006-4971","Blood","(102) 1622-5",2003,"Simona","Gatto","S","M. D. Anderson Cancer Center, 1515 Holcombe Blvd, Box 428, Houston, TX 77030, USA. mberan@mdanderson.org"
12759931,"Evidence for whole chromosome 6 loss and duplication of the remaining chromosome in acute lymphoblastic leukemia.","HLA class I molecules serve the essential immunological function of presenting antigen to CD8+ T lymphocytes. Tumor cells may present tumor-specific antigen to T cells via these molecules, but many tumors show a loss or down-regulation of HLA class I expression and this may serve as an immune escape mechanism. Using a microsatellite marker-based method, we have searched for loss of heterozygosity (LOH) mutations at 3 genomic regions implicated in HLA class I expression in a cohort of 56 acute lymphoblastic leukemia (ALL) samples. The regions analyzed consisted of the HLA class I heavy chain genes located within the MHC genomic region on chromosome arm 6p, the HLA class I light chain (beta-2-microglobulin, B2M) gene on chromosome arm 15q, and the putative HLA modifier of methylation gene (MEMO1) located on chromosome arm 1q. Results revealed low frequencies of B2M (2/55) and MEMO1 (5/42) LOH but a high frequency of MHC LOH (19/56) that was usually associated with whole chromosome 6 loss (13/19). Cytogenetic data were available for 30 samples, including nine of those that exhibited apparent whole chromosome 6 loss. No cases of chromosome 6 monosomy were observed. We propose that whole chromosome 6 loss with reduplication of the remaining chromosome is common in ALL and that it is driven by the presence of tumor-inhibiting factors on chromosome arm 6p (the HLA loci) along with previously localized tumor-suppressor genes on chromosome arm 6q.","1045-2257","Genes, chromosomes & cancer","(37) 321-5",2003,"Christopher R E","McEvoy","CR","Department of Haematology and Genetic Pathology, Flinders Medical Centre and Flinders University of South Australia, Bedford Park, Australia. chris.mcevoy@flinders.edu.au"
14562124,"Evaluation of candidate control genes for diagnosis and residual disease detection in leukemic patients using 'real-time' quantitative reverse-transcriptase polymerase chain reaction (RQ-PCR) - a Europe against cancer program.","Real-time quantitative RT-PCR (RQ-PCR) is a sensitive tool to monitor minimal residual disease (MRD) in leukemic patients through the amplification of a fusion gene (FG) transcript. In order to correct variations in RNA quality and quantity and to calculate the sensitivity of each measurement, a control gene (CG) transcript should be amplified in parallel to the FG transcript. To identify suitable CGs, a study group within the Europe Against Cancer (EAC) program initially focused on 14 potential CGs using a standardized RQ-PCR protocol. Based on the absence of pseudogenes and the level and stability of the CG expression, three genes were finally selected: Abelson (ABL), beta-2-microglobulin (B2M), and beta-glucuronidase (GUS). A multicenter prospective study on normal (n=126) and diagnostic leukemic (n=184) samples processed the same day has established reference values for the CG expression. A multicenter retrospective study on over 250 acute and chronic leukemia samples obtained at diagnosis and with an identified FG transcript confirmed that the three CGs had a stable expression in the different types of samples. However, only ABL gene transcript expression did not differ significantly between normal and leukemic samples at diagnosis. We therefore propose to use the ABL gene as CG for RQ-PCR-based diagnosis and MRD detection in leukemic patients. Overall, these data are not only eligible for quantification of fusion gene transcripts, but also for the quantification of aberrantly expressed genes.","0887-6924","Leukemia","(17) 2474-86",2003,"E","Beillard","E","Department of Hematological Biology, Institute Paoli Calmettes, Marseille, France."
14629804,"Measurement of renal function in kidney donors using serum cystatin C and beta(2)-microglobulin.","The usefulness of serum cystatin C and serum beta(2)-microglobulin (B2M) as markers of glomerular filtration rate (GFR) were compared in kidney donors before and after nephrectomy.","0004-5632","Annals of clinical biochemistry","(40) 656-8",2003,"George T","John","GT","Department of Nephrology, Christian Medical College and Hospital, Vellore 632 004, Tamil Nadu, India."
15014972,"Beta-2-microglobulin haplotypes in U.S. beef cattle and association with failure of passive transfer in newborn calves.","Failure of passive transfer (FPT) is a condition in which neonates do not acquire protective serum levels of maternal antibodies. A principal component of antibody transport is the neonatal receptor for the Fc portion of immunoglobulin, a heterodimer of a MHC-1 alpha-chain homolog ( FCGRT) and beta-2-microglobulin ( B2M). Previously, two FCGRT haplotypes were associated with differences in immunoglobulin G (IgG) passive transfer in cattle (Laegreid et al. (2002) Mamm Genome 13, 704-710). The present study had two objectives: first, to characterize the B2M haplotype structure in a diverse group of U.S. beef cattle, and second, to evaluate those haplotypes for association with either high or low serum IgG levels in newborn calves. Twelve single nucleotide polymorphisms (SNPs), assorted into eight haplotypes, were identified by sequencing regions of B2M exons II and IV in a multi-breed panel of 96 beef cattle. Calves homozygous for one of the eight haplotypes ( B2M 2,2) were at increased risk of FPT (odds ratio = 10.60, CI(95%) 2.07-54.24, p = 0.005). These results indicate that this haplotype is in linkage disequilibrium with genetic risk factors affecting passive transfer of IgG in beef calves, an important determinant of neonatal calf morbidity and mortality.","0938-8990","Mammalian genome : official journal of the International Mammalian Genome Society","(15) 227-36",2004,"Michael L","Clawson","ML","United States Department of Agriculture, Agricultural Research Service, U.S. Meat Animal Research Center (MARC), Spur 18D, P.O. Box 166, Clay Center, Nebraska 68933, USA. clawson@email.marc.usda.gov"
